GESTION;2017;;;;;;;
TYPE BUDGET;Budget général;;;;;;;
;;;;; Données;;;
Sécurités;176;6;21;Rémunérations dactivité;544 582 954;591 911 907;544 582 954;591 911 907
Sécurités;176;6;22;Cotisations et contributions sociales;380 906 195;408 284 180;380 906 195;408 284 180
Sécurités;176;6;23;Prestations sociales et allocations diverses;4 726 328;4 716 659;4 726 328;4 716 659
Sécurités;176;6;31;Dépenses de fonctionnement autres que celles de personnel;772 442 916;867 637 478;721 724 573;720 827 119
Sécurités;176;6;32;Subventions pour charges de service public;30 191 448;30 191 448;30 191 448;30 191 448
Sécurités;176;6;51;Dépenses pour immobilisations corporelles de lÉtat;257 027 220;296 795 189;310 276 127;309 483 456
Sécurités;176;6;63;Transferts aux collectivités territoriales;28 736 088;28 736 088;28 736 088;28 736 088
Sécurités;176;6;64;Transferts aux autres collectivités;10 831 580;10 838 580;10 831 580;10 838 580
Sécurités;207;1;31;Dépenses de fonctionnement autres que celles de personnel;2 294 000;1 671 927;2 294 000;1 671 927
Sécurités;207;1;52;Dépenses pour immobilisations incorporelles de lÉtat;0;0;0;0
Sécurités;207;1;62;Transferts aux entreprises;500 000;450 000;500 000;450 000
Sécurités;207;1;64;Transferts aux autres collectivités;172 500;760 000;172 500;760 000
Sécurités;207;2;31;Dépenses de fonctionnement autres que celles de personnel;11 499 400;11 764 400;11 499 400;11 764 400
Sécurités;207;2;63;Transferts aux collectivités territoriales;600 000;0;600 000;0
Sécurités;207;2;64;Transferts aux autres collectivités;2 697 446;3 352 446;2 697 446;3 352 446
Sécurités;207;3;31;Dépenses de fonctionnement autres que celles de personnel;13 130 000;12 302 000;13 130 000;12 302 000
Sécurités;207;3;51;Dépenses pour immobilisations corporelles de lÉtat;2 494 679;2 524 679;2 494 679;2 524 679
Sécurités;207;3;52;Dépenses pour immobilisations incorporelles de lÉtat;700 000;200 000;700 000;200 000
Sécurités;207;3;61;Transferts aux ménages;4 952 000;6 000 000;4 952 000;6 000 000
Solidarité, insertion et égalité des chances;124;10;31;Dépenses de fonctionnement autres que celles de personnel;18 767 573;13 004 375;18 748 742;13 004 375
Solidarité, insertion et égalité des chances;124;10;64;Transferts aux autres collectivités;37 500;0;37 500;0
Solidarité, insertion et égalité des chances;124;11;31;Dépenses de fonctionnement autres que celles de personnel;27 895 000;31 095 000;27 895 000;31 095 000
Solidarité, insertion et égalité des chances;124;12;31;Dépenses de fonctionnement autres que celles de personnel;62 908 134;52 423 712;73 246 553;72 317 389
Solidarité, insertion et égalité des chances;124;14;31;Dépenses de fonctionnement autres que celles de personnel;5 741 644;5 454 562;5 741 644;5 454 562
Solidarité, insertion et égalité des chances;124;14;64;Transferts aux autres collectivités;10 000;0;10 000;0
Solidarité, insertion et égalité des chances;124;15;31;Dépenses de fonctionnement autres que celles de personnel;599 583;599 583;599 583;599 583
Solidarité, insertion et égalité des chances;124;15;64;Transferts aux autres collectivités;5 353 465;5 529 465;5 353 465;5 529 465
Solidarité, insertion et égalité des chances;124;16;31;Dépenses de fonctionnement autres que celles de personnel;7 275 243;7 759 884;7 275 243;7 759 884
Solidarité, insertion et égalité des chances;124;16;64;Transferts aux autres collectivités;2 684 933;2 195 292;2 684 933;2 195 292
Solidarité, insertion et égalité des chances;124;17;32;Subventions pour charges de service public;598 427 957;604 267 500;598 427 957;604 267 500
Solidarité, insertion et égalité des chances;124;18;21;Rémunérations dactivité;152 965 071;169 293 171;152 965 071;169 293 171
Solidarité, insertion et égalité des chances;124;18;22;Cotisations et contributions sociales;80 863 316;98 395 008;80 863 316;98 395 008
Solidarité, insertion et égalité des chances;124;18;23;Prestations sociales et allocations diverses;1 884 959;2 191 866;1 884 959;2 191 866
Solidarité, insertion et égalité des chances;124;19;21;Rémunérations dactivité;179 928 661;176 638 479;179 928 661;176 638 479
Solidarité, insertion et égalité des chances;124;19;22;Cotisations et contributions sociales;139 972 184;117 691 567;139 972 184;117 691 567
Solidarité, insertion et égalité des chances;124;19;23;Prestations sociales et allocations diverses;2 179 861;1 761 556;2 179 861;1 761 556
Solidarité, insertion et égalité des chances;124;20;21;Rémunérations dactivité;9 434 329;8 135 318;9 434 329;8 135 318
Solidarité, insertion et égalité des chances;124;20;22;Cotisations et contributions sociales;4 750 791;4 552 321;4 750 791;4 552 321
Solidarité, insertion et égalité des chances;124;20;23;Prestations sociales et allocations diverses;101 266;88 826;101 266;88 826
Solidarité, insertion et égalité des chances;124;21;21;Rémunérations dactivité;27 967 291;24 556 935;27 967 291;24 556 935
Solidarité, insertion et égalité des chances;124;21;22;Cotisations et contributions sociales;15 095 125;15 990 644;15 095 125;15 990 644
Solidarité, insertion et égalité des chances;124;21;23;Prestations sociales et allocations diverses;365 284;225 297;365 284;225 297
Solidarité, insertion et égalité des chances;124;22;21;Rémunérations dactivité;77 992 329;76 123 765;77 992 329;76 123 765
Solidarité, insertion et égalité des chances;124;22;22;Cotisations et contributions sociales;36 327 099;44 477 778;36 327 099;44 477 778
Solidarité, insertion et égalité des chances;124;22;23;Prestations sociales et allocations diverses;978 599;932 455;978 599;932 455
Solidarité, insertion et égalité des chances;124;23;31;Dépenses de fonctionnement autres que celles de personnel;26 806 581;26 503 658;26 806 581;26 503 658
Solidarité, insertion et égalité des chances;137;11;63;Transferts aux collectivités territoriales;0;5 423 900;0;5 423 900
Solidarité, insertion et égalité des chances;137;11;64;Transferts aux autres collectivités;5 327 800;0;5 327 800;0
Solidarité, insertion et égalité des chances;137;12;64;Transferts aux autres collectivités;16 088 300;16 754 300;16 088 300;16 754 300
Solidarité, insertion et égalité des chances;137;13;31;Dépenses de fonctionnement autres que celles de personnel;1 195 500;1 019 781;1 195 500;1 019 781
Solidarité, insertion et égalité des chances;137;13;64;Transferts aux autres collectivités;5 000;0;5 000;0
Solidarité, insertion et égalité des chances;137;14;64;Transferts aux autres collectivités;15 000;0;15 000;0
Solidarité, insertion et égalité des chances;137;15;64;Transferts aux autres collectivités;4 999 460;6 628 445;4 999 460;6 628 445
Solidarité, insertion et égalité des chances;157;1;64;Transferts aux autres collectivités;57 967 269;0;57 967 269;0
Solidarité, insertion et égalité des chances;157;2;61;Transferts aux ménages;1 275 955 323;0;1 275 955 323;0
Solidarité, insertion et égalité des chances;157;2;64;Transferts aux autres collectivités;1 478 704 278;0;1 478 704 278;0
Solidarité, insertion et égalité des chances;157;3;61;Transferts aux ménages;8 852 804 674;0;8 852 804 674;0
Solidarité, insertion et égalité des chances;157;4;64;Transferts aux autres collectivités;17 347 875;0;17 347 875;0
Solidarité, insertion et égalité des chances;157;5;64;Transferts aux autres collectivités;3 018 758;0;3 018 758;0
Solidarité, insertion et égalité des chances;157;6;31;Dépenses de fonctionnement autres que celles de personnel;200 000;0;200 000;0
Solidarité, insertion et égalité des chances;157;6;64;Transferts aux autres collectivités;3 549 639;0;3 549 639;0
Solidarité, insertion et égalité des chances;157;11;64;Transferts aux autres collectivités;0;1 499 999;0;1 499 999
Solidarité, insertion et égalité des chances;157;12;61;Transferts aux ménages;0;10 581 644 679;0;10 581 644 679
Solidarité, insertion et égalité des chances;157;13;31;Dépenses de fonctionnement autres que celles de personnel;0;500 000;0;500 000
Solidarité, insertion et égalité des chances;157;13;64;Transferts aux autres collectivités;0;27 617 184;0;27 617 184
Solidarité, insertion et égalité des chances;304;11;61;Transferts aux ménages;4 364 007 000;4 969 000 000;4 364 007 000;4 969 000 000
Solidarité, insertion et égalité des chances;304;12;64;Transferts aux autres collectivités;245 000;0;245 000;0
Solidarité, insertion et égalité des chances;304;13;64;Transferts aux autres collectivités;845 639;845 639;845 639;845 639
Solidarité, insertion et égalité des chances;304;14;32;Subventions pour charges de service public;2 022 288;2 167 288;2 022 288;2 167 288
Solidarité, insertion et égalité des chances;304;14;61;Transferts aux ménages;42 189 614;40 252 389;42 189 614;40 252 389
Solidarité, insertion et égalité des chances;304;15;64;Transferts aux autres collectivités;6 526 335;6 526 335;6 526 335;6 526 335
Solidarité, insertion et égalité des chances;304;16;64;Transferts aux autres collectivités;637 359 975;650 000 000;637 359 975;650 000 000
Solidarité, insertion et égalité des chances;304;17;31;Dépenses de fonctionnement autres que celles de personnel;100 000;100 000;100 000;100 000
Solidarité, insertion et égalité des chances;304;17;32;Subventions pour charges de service public;2 702 877;2 562 877;2 702 877;2 562 877
Solidarité, insertion et égalité des chances;304;17;63;Transferts aux collectivités territoriales;14 000 000;15 260 000;14 000 000;15 260 000
Solidarité, insertion et égalité des chances;304;17;64;Transferts aux autres collectivités;13 181 515;12 077 123;13 181 515;12 077 123
Solidarité, insertion et égalité des chances;304;18;61;Transferts aux ménages;60 000 000;10 000 000;60 000 000;10 000 000
Solidarité, insertion et égalité des chances;304;18;64;Transferts aux autres collectivités;2 000;0;2 000;0
Sport, jeunesse et vie associative;163;1;31;Dépenses de fonctionnement autres que celles de personnel;273 893;260 198;273 893;260 198
Sport, jeunesse et vie associative;163;1;64;Transferts aux autres collectivités;25 826 071;17 247 563;25 826 071;17 247 563
Sport, jeunesse et vie associative;163;2;31;Dépenses de fonctionnement autres que celles de personnel;1 384 142;1 320 222;1 384 142;1 320 222
Sport, jeunesse et vie associative;163;2;63;Transferts aux collectivités territoriales;1 796 159;1 548 525;1 796 159;1 548 525
Sport, jeunesse et vie associative;163;2;64;Transferts aux autres collectivités;68 296 029;66 343 191;68 296 029;66 343 191
Sport, jeunesse et vie associative;163;4;32;Subventions pour charges de service public;294 629 368;390 000 000;294 629 368;390 000 000
Sport, jeunesse et vie associative;163;4;64;Transferts aux autres collectivités;4 000;0;4 000;0
Sport, jeunesse et vie associative;219;1;31;Dépenses de fonctionnement autres que celles de personnel;593 376;593 376;593 376;593 376
Sport, jeunesse et vie associative;219;1;32;Subventions pour charges de service public;2 967 983;2 963 692;2 967 983;2 963 692
Sport, jeunesse et vie associative;219;1;61;Transferts aux ménages;0;36 100 000;0;36 100 000
Sport, jeunesse et vie associative;219;1;64;Transferts aux autres collectivités;9 761 548;4 394 602;9 761 548;4 394 602
Sport, jeunesse et vie associative;219;2;31;Dépenses de fonctionnement autres que celles de personnel;12 589 112;12 926 691;12 459 112;13 076 691
Sport, jeunesse et vie associative;219;2;32;Subventions pour charges de service public;20 450 497;22 351 682;20 450 497;22 351 682
Sport, jeunesse et vie associative;219;2;51;Dépenses pour immobilisations corporelles de lÉtat;687 273;4 292 326;7 448 129;7 798 024
Sport, jeunesse et vie associative;219;2;61;Transferts aux ménages;15 602 555;14 537 157;15 602 555;14 537 157
Sport, jeunesse et vie associative;219;2;62;Transferts aux entreprises;680 000;710 000;680 000;710 000
Sport, jeunesse et vie associative;219;2;63;Transferts aux collectivités territoriales;324 000;324 000;324 000;324 000
Sport, jeunesse et vie associative;219;2;64;Transferts aux autres collectivités;107 331 645;110 586 681;107 331 645;110 586 681
Sport, jeunesse et vie associative;219;2;72;Dotations en fonds propres;650 000;450 000;650 000;450 000
Sport, jeunesse et vie associative;219;3;31;Dépenses de fonctionnement autres que celles de personnel;312 480;312 480;312 480;312 480
Sport, jeunesse et vie associative;219;3;32;Subventions pour charges de service public;200 000;200 000;200 000;200 000
Sport, jeunesse et vie associative;219;3;64;Transferts aux autres collectivités;18 255 697;18 621 410;18 255 697;18 621 410
Sport, jeunesse et vie associative;219;4;31;Dépenses de fonctionnement autres que celles de personnel;2 237 321;2 112 494;2 237 321;2 112 494
Sport, jeunesse et vie associative;219;4;32;Subventions pour charges de service public;20 158 252;20 614 337;20 158 252;20 614 337
Sport, jeunesse et vie associative;219;4;61;Transferts aux ménages;175 000;175 000;175 000;175 000
Sport, jeunesse et vie associative;219;4;64;Transferts aux autres collectivités;5 049 369;5 049 369;5 049 369;5 049 369
Travail et emploi;102;1;31;Dépenses de fonctionnement autres que celles de personnel;1 885 000;3 294 380;1 885 000;3 294 380
Travail et emploi;102;1;32;Subventions pour charges de service public;1 507 000 000;1 507 000 000;1 507 000 000;1 507 000 000
Travail et emploi;102;1;61;Transferts aux ménages;1 786 578 529;1 481 205 620;1 786 578 529;1 481 205 620
Travail et emploi;102;1;62;Transferts aux entreprises;4 240 000;0;4 240 000;0
Travail et emploi;102;1;64;Transferts aux autres collectivités;21 090 046;21 000 000;21 090 046;21 000 000
Travail et emploi;102;2;31;Dépenses de fonctionnement autres que celles de personnel;156 200;0;1 556 200;0
Travail et emploi;102;2;32;Subventions pour charges de service public;99 311 064;107 844 504;99 311 064;107 844 504
